ALL SCPP DATA FOR 1986 (fall) AND 1987 (January)

Beginning 861218 @ 10:25, the higher magnification on the sterio microscope was used to
image the ice particles (i.e. this data set).  Prior to that date, lower magnification 
was used and the data quality is inferior.  See Mitchell et al. (1990, JAM).

Note: Confidence rating refers to snow type. From most to least confident => 1, 2, 3. 
"0" means not applicable.

Temperature of origin refers to the midpoint temperature of the habit regime the ice particle
corresponds to.  Temperature uncertainty indicates the extent of the habit regime (i.e. the
midpoint minus temp. uncertainty to the mean plus temp. uncertainty).

For ice particle shape classification, R- indicates ice particle is rimed; -A means the ice
particle is an aggregate with possibly other less dominant habits present; -F means the ice
particle is an ice crystal fragment; -FA means the ice particle is an aggregate consisting
largely of crystal fragments.  For habit classifications, see Magono and Lee scheme in 
Pruppacher and Klett.

X and Y refer to coordinates on a grid superimposed on a projector screen and were used 
to locate the particle image on a slide.


Date   Time    X     Y      Image  Image  Actual Actual  Mass    Temp.   Temp. Snow  Confidence
                            ice    drop   ice    drop            of    uncert. type  rating
                            length length length length          origin
                            (cm)   (cm)   (mm)   (mm)    (mg)   (deg. C)  (C)

870103 1654  73.00  25.00  13.60   5.00   1.28    .47  .273E-01  -15.00   3.50 P7A      1 
870103 1654  95.00  40.00   7.50   3.15    .71    .30  .683E-02  -15.00   3.50 P7A      1 
870103 1654  15.00  60.00  45.00  12.54   4.24   1.18  .431E+00  -15.00   3.50 P2F-A    1 
870103 1654  45.00  55.00  10.50   4.80    .99    .45  .242E-01   -7.00   1.00 R-N2C    3 
870103 1654  57.00  55.00  11.00   4.60   1.04    .43  .213E-01  -25.00   5.00 C2B-A    3 
870103 1654  62.00  56.00   4.00   2.40    .38    .23  .302E-02  -30.00  10.00 C1E      3 
870103 1654  71.00  60.00   5.10   3.15    .48    .30  .683E-02  -15.00   3.50 P7A      2 
870103 1654  79.00  46.00   4.40   2.40    .41    .23  .302E-02  999.00 999.00 I4       0 
870103 1655  10.00   2.00   4.50   2.50    .42    .24  .341E-02  -15.00   3.50 P7A      2 
870103 1655  14.00  19.00   5.30   2.50    .50    .24  .341E-02  -15.00   3.50 P7A      1 
870103 1655  20.00   2.00  13.60   4.00   1.28    .38  .140E-01  -25.00   5.00 S1-A     3 
870103 1655  30.00  23.00  37.90  11.05   3.57   1.04  .295E+00  -25.00   5.00 S1-A     3 
870103 1655  46.00  17.00   2.70   1.40    .25    .13  .600E-03  999.00 999.00 I4       0 
870103 1655  82.00  10.00  18.30   6.80   1.72    .64  .687E-01  -25.00   5.00 S1       1 
870103 1655  82.00  23.00   4.40   1.80    .41    .17  .127E-02  999.00 999.00 I4       0 
870103 1655  86.00  17.00   9.20   4.00    .87    .38  .140E-01  -25.00   5.00 S1       1 
870103 1655  95.00  10.00   4.50   4.10    .42    .39  .151E-01  -30.00  10.00 C1E      1 
870103 1655  14.00  27.00   4.00   2.20    .38    .21  .233E-02  999.00 999.00 I4       0 
870103 1655  20.00  48.00  29.40   9.08   2.77    .85  .164E+00  999.00 999.00 I4       0 
870103 1655  26.00  33.00   4.10   1.50    .39    .14  .738E-03  999.00 999.00 I4       0 
870103 1655  47.00  41.00   3.30   1.50    .31    .14  .738E-03  -25.00   5.00 S1       3 
870103 1655  53.00  42.00  12.00   5.40   1.13    .51  .344E-01  -25.00   5.00 S1-A     3 
870103 1655  69.00  37.00   2.30   1.70    .22    .16  .107E-02  -30.00  10.00 C1E      2 
870103 1655  73.00  47.00  12.00   4.25   1.13    .40  .168E-01  -25.00   5.00 S1       1 
870103 1655  83.00  28.00  12.10   4.70   1.14    .44  .227E-01  -25.00   5.00 S1       1 
870103 1655  96.00  28.00  18.30   8.30   1.72    .78  .125E+00  -25.00   5.00 S1-A     2 
870103 1655  27.00  62.00  18.10   6.80   1.70    .64  .687E-01  -15.00   3.50 P7A      2 
870103 1655  36.00  49.00   4.50   2.00    .42    .19  .175E-02  -15.00   3.50 P1A      2 
870103 1655  42.00  54.00   7.80   4.15    .73    .39  .156E-01  -25.00   5.00 C2B-A    3 
870103 1655  70.00  64.00   8.00   2.90    .75    .27  .533E-02  -15.00   3.50 P1A-A    2 
870103 1655  95.00  51.00   3.10   2.20    .29    .21  .233E-02  999.00 999.00 I4       0 
870103 1710  91.00   6.00  11.10   4.90   1.05    .46  .257E-01  -15.00   3.50 P7A-A    1 
870103 1710  87.00  18.00  30.40   9.95   2.86    .94  .215E+00  -15.00   3.50 P7A-A    2 
870103 1710   9.00  45.00   2.90   1.50    .27    .14  .738E-03  999.00 999.00 I4       0 
870103 1710  19.00  47.00   7.00   4.30    .66    .40  .174E-01  -15.00   3.50 P7A      2 
870103 1710  39.00  36.00  20.50   7.54   1.93    .71  .937E-01  -30.00  10.00 S3       2 
870103 1710  59.00  45.00  12.40   4.25   1.17    .40  .168E-01  -30.00  10.00 S3       2 
870103 1710  65.00  38.00   3.20   1.50    .30    .14  .738E-03  -25.00   5.00 S1       3 
870103 1710  71.00  45.00   8.60   2.85    .81    .27  .506E-02  -25.00   5.00 S1       2 
870103 1710  72.00  39.00   5.20   3.50    .49    .33  .937E-02  -15.00   3.50 P7A-F    1 
870103 1710  73.00  26.00   2.65   1.20    .25    .11  .378E-03  -15.00   3.50 P7A-F    1 
870103 1710  77.00  46.00   5.10   3.20    .48    .30  .716E-02  -15.00   3.50 P7A      2 
870103 1710  82.00 414.00   5.50   2.60    .52    .24  .384E-02  -15.00   3.50 P7A-A    3 
870103 1710  81.00  35.00   2.50   1.30    .24    .12  .480E-03  -15.00   3.50 P1A      2 
870103 1710  83.00  24.00   2.50   1.50    .24    .14  .738E-03  -15.00   3.50 P7A-F    2 
870103 1710  85.00  35.00   8.40   3.90    .79    .37  .130E-01  -30.00  10.00 S3       3 
870103 1710  88.00  25.00   3.00   1.10    .28    .10  .291E-03  999.00 999.00 I4       0 
870103 1710  91.00  19.00   7.50   3.30    .71    .31  .785E-02  -25.00   5.00 S1-A     3 
870103 1710  94.00  26.00   7.90   3.95    .74    .37  .135E-01  -25.00   5.00 S1       3 
870103 1710  18.00  65.00   6.70   3.40    .63    .32  .859E-02  -15.00   3.50 P1A      2 
870103 1710  17.00  57.00  27.50   9.60   2.59    .90  .193E+00  -25.00   5.00 R-S1-A   2 
870103 1710  27.00  62.00   3.40   1.40    .32    .13  .600E-03  -25.00   5.00 S1-F     3 
870103 1710  32.00  65.00   4.50   2.60    .42    .24  .384E-02  -15.00   3.50 P7A      2 
870103 1710  41.00  65.00   4.90   2.45    .46    .23  .321E-02  -15.00   3.50 P7A      2 
870103 1710  42.00  57.00   8.80   4.50    .83    .42  .199E-01  -30.00  10.00 R-S3     3 
870103 1710  49.00  52.00   4.40   2.00    .41    .19  .175E-02  -25.00   5.00 S1       2 
870103 1710  63.00  55.00   6.40   2.50    .60    .24  .341E-02  -25.00   5.00 S1       2 
870103 1710  82.00  56.00   2.10    .70    .20    .07  .750E-04  999.00 999.00 I4       0 
870103 1715  16.00  18.00  12.40   4.75   1.17    .45  .234E-01  -15.00   3.50 P7A-A    2 
870103 1715  21.00  22.00  17.00   6.50   1.60    .61  .600E-01   -7.00   1.00 N2C-A    1 
870103 1715  30.00  11.00  20.60   7.56   1.94    .71  .944E-01  -15.00   3.50 P7A-A    2 
870103 1715  32.00  24.00  29.50  10.40   2.78    .98  .246E+00  -15.00   3.50 P2F-A    1 
870103 1715  39.00  15.00   5.70   3.00    .54    .28  .590E-02  -15.00   3.50 P1A-A    2 
870103 1715  41.00   9.00   2.50   1.30    .24    .12  .480E-03  999.00 999.00 I4       0 
870103 1715  64.00  13.00  33.80   9.83   3.18    .93  .208E+00   -7.00   1.00 N2C-A    2 
870103 1715  73.00  16.00   5.20   3.50    .49    .33  .937E-02  -25.00   5.00 C2B      3 
870103 1715  15.00  34.00  22.40   7.18   2.11    .68  .809E-01  -15.00   3.50 P7A      1 
870103 1715  32.00  42.00  18.00   6.60   1.69    .62  .628E-01  -25.00   5.00 C2B-A    1 
870103 1715  34.00  32.00   2.70   1.60    .25    .15  .895E-03  999.00 999.00 I4       0 
870103 1715  42.00  36.00  12.50   5.40   1.18    .51  .344E-01  -15.00   3.50 P7A      1 
870103 1715  47.00  33.00   6.50   3.45    .61    .32  .897E-02   -7.00   1.00 N1E      2 
870103 1715  46.00  30.00   4.70   2.25    .44    .21  .249E-02  -15.00   3.50 P1A      1 
870103 1715  60.00  32.00  24.80   8.51   2.34    .80  .135E+00  -15.00   3.50 P1A-A    2 
870103 1715  78.00  33.00  45.70  13.28   4.30   1.25  .512E+00  -15.00   3.50 P7A-A    2 
870103 1715  84.00  35.00   9.70   4.60    .91    .43  .213E-01  -15.00   3.50 P7A-A    3 
870103 1715  19.00  53.00  16.50   7.10   1.55    .67  .782E-01  -25.00   5.00 S1-A     3 
870103 1715  24.00  60.00   4.30   2.55    .40    .24  .362E-02  -30.00  10.00 C1E      2 
870103 1715  26.00  64.00   3.10   2.25    .29    .21  .249E-02  -30.00  10.00 C1E      2 
870103 1715  26.00  57.00   3.70   1.90    .35    .18  .150E-02  -25.00   5.00 C2A      3 
870103 1715  50.00  58.00  16.80   6.90   1.58    .65  .718E-01  -15.00   3.50 P7A-A    2 
870103 1715  55.00  49.00   2.50   1.90    .24    .18  .150E-02  999.00 999.00 I4       0 
870103 1715  67.00  62.00  39.50   9.93   3.72    .94  .214E+00  -15.00   3.50 P7A-A    2 
870103 1715  67.00  50.00   6.40   2.45    .60    .23  .321E-02  -15.00   3.50 P7A-A    3 
870103 1730   3.00  11.00  10.40   4.40    .98    .41  .186E-01  -25.00   5.00 S1-A     2 
870103 1730   5.00  22.00   5.50   1.65    .52    .16  .982E-03  999.00 999.00 I4       0 
870103 1730  15.00  17.00  13.80   5.35   1.30    .50  .335E-01  -25.00   5.00 S1       1 
870103 1730  22.00   2.00   6.70   3.75    .63    .35  .115E-01  -25.00   5.00 C2B      2 
870103 1730  26.00   7.00   3.50   1.10    .33    .10  .291E-03  -25.00   5.00 S1-F     3 
870103 1730  29.00   2.00   6.40   2.65    .60    .25  .407E-02  -25.00   5.00 C2B      2 
870103 1730  37.00  15.00  36.40  11.50   3.43   1.08  .332E+00  -25.00   5.00 S1-A     2 
870103 1730  42.00   7.00   8.70   3.35    .82    .32  .822E-02  -25.00   5.00 S1       1 
870103 1730  62.00   4.00   4.50   2.60    .42    .24  .384E-02  999.00 999.00 I4       0 
870103 1730  69.00  14.00   3.00   1.80    .28    .17  .127E-02  -25.00   5.00 S1       3 
870103 1730  73.00   9.00  23.40   7.80   2.20    .73  .104E+00  -30.00  10.00 S3       2 
870103 1730  77.00  18.00  17.40   7.50   1.64    .71  .922E-01  -30.00  10.00 S3       2 
870103 1730  87.00   8.00   2.40   1.50    .23    .14  .738E-03  999.00 999.00 I4       0 
870103 1730  98.00   7.00   7.40   3.00    .70    .28  .590E-02  -15.00   3.50 P7A-A    3 
870103 1730   3.00  34.00  16.60   5.40   1.56    .51  .344E-01  -25.00   5.00 S1       2 
870103 1730  23.00  27.00   3.50   2.00    .33    .19  .175E-02  -25.00   5.00 C2A      3 
870103 1730  25.00  39.00   5.00   2.50    .47    .24  .341E-02  -15.00   3.50 P1A-A    1 
870103 1730  30.00  45.00   5.10   3.75    .48    .35  .115E-01  999.00 999.00 I4       0 
870103 1730  46.00  24.00  14.00   6.50   1.32    .61  .600E-01  -25.00   5.00 S1-A     1 
870103 1730  45.00  45.00   3.30   2.00    .31    .19  .175E-02  999.00 999.00 I4       0 
870103 1730  51.00  48.00   6.00   3.20    .56    .30  .716E-02  -15.00   3.50 P1A      1 
870103 1730  56.00  43.00   4.10   1.50    .39    .14  .738E-03  -25.00   5.00 C2B      3 
870103 1730  60.00  33.00  12.50   4.70   1.18    .44  .227E-01  -25.00   5.00 S2       1 
870103 1730  73.00  29.00   9.80   4.90    .92    .46  .257E-01  -15.00   3.50 P7A      1 
870103 1730  75.00  34.00   5.80   2.00    .55    .19  .175E-02  999.00 999.00 I4       0 
870103 1730  82.00  45.00   7.10   2.75    .67    .26  .455E-02  -15.00   3.50 P7A      2 
870103 1730  10.00  54.00  13.50   6.25   1.27    .59  .534E-01  -30.00  10.00 S3       2 
870103 1730   9.00  62.00   2.80   2.50    .26    .24  .341E-02  -27.50   2.50 C1C      2 
870103 1730  22.00  54.00   3.40   1.70    .32    .16  .107E-02  -25.00   5.00 S1       3 
870103 1730  33.00  52.00   7.00   4.50    .66    .42  .199E-01  -25.00   5.00 S1       2 
870103 1730  48.00  48.00   1.80   1.00    .17    .09  .219E-03  999.00 999.00 I4       0 
870103 1730  72.00  58.00   4.80   1.95    .45    .18  .162E-02  -27.50   2.50 C1C      2 
870103 1730  80.00  52.00   3.30   1.25    .31    .12  .427E-03  -25.00   5.00 C2B      3 
870103 1745   1.00  18.00   7.40   4.00    .70    .38  .140E-01  -25.00   5.00 C2B      1 
870103 1745  11.00   2.00   7.60   4.25    .72    .40  .168E-01  -25.00   5.00 S1       3 
870103 1745  16.00  18.00   6.10   3.10    .57    .29  .651E-02  -30.00  10.00 C1E-A    2 
870103 1745  20.00  18.00   9.50   4.45    .89    .42  .193E-01  -15.00   3.50 P7A-A    2 
870103 1745  25.00   3.00   8.50   3.90    .80    .37  .130E-01  -25.00   5.00 S1       3 
870103 1745  28.00  10.00   6.30   3.10    .59    .29  .651E-02  -25.00   5.00 S1       2 
870103 1745  29.00  19.00   2.40   1.90    .23    .18  .150E-02  999.00 999.00 I4       0 
870103 1745  38.00  11.00  12.00   5.00   1.13    .47  .273E-01  -25.00   5.00 S1-A     2 
870103 1745  41.00   7.00  11.90   5.25   1.12    .49  .316E-01  -25.00   5.00 S1-A     2 
870103 1745  45.00  20.00   8.00   3.55    .75    .33  .978E-02  -25.00   5.00 S1       3 
870103 1745  68.00   4.00   3.60   1.60    .34    .15  .895E-03  -30.00  10.00 C1E-A    2 
870103 1745  73.00  15.00  16.10   6.40   1.52    .60  .573E-01  -25.00   5.00 S1       2 
870103 1745  80.00   7.00  14.40   5.80   1.36    .55  .426E-01  -30.00  10.00 S3       2 
870103 1745  91.00   1.00   3.50   2.00    .33    .19  .175E-02  -25.00   5.00 S1       2 
870103 1745  20.00  40.00  12.90   6.70   1.21    .63  .657E-01  -25.00   5.00 C1F-A    1 
870103 1745  18.00  47.00   6.40   3.20    .60    .30  .716E-02  -25.00   5.00 S1-A     2 
870103 1745  31.00  37.00   4.10   2.10    .39    .20  .202E-02  -25.00   5.00 S1       2 
870103 1745  45.00  32.00   5.00   3.50    .47    .33  .937E-02  -25.00   5.00 C2B      1 
870103 1745  60.00  38.00  29.50  10.30   2.78    .97  .239E+00  -30.00  10.00 S3-A     1 
870103 1745  73.00  40.00   9.00   4.75    .85    .45  .234E-01  -30.00  10.00 S3       2 
870103 1745  86.00  25.00   1.50   1.25    .14    .12  .427E-03  -30.00  10.00 C1E      3 
870103 1745   6.00  25.00   4.20   2.20    .40    .21  .233E-02  -15.00   3.50 P1A      2 
870103 1745  13.00  65.00   2.40   1.50    .23    .14  .738E-03  999.00 999.00 I4       0 
870103 1745  17.00  60.00   3.20   2.20    .30    .21  .233E-02  -25.00   5.00 S1       3 
870103 1745  17.00  62.00   3.40   2.00    .32    .19  .175E-02  -30.00  10.00 C1E      3 
870103 1745  31.00  60.00   6.50   2.90    .61    .27  .533E-02  -25.00   5.00 S1       1 
870103 1745  40.00  65.00   3.10   1.85    .29    .17  .138E-02  999.00 999.00 I4       0 
870103 1745  41.00  55.00   4.80   3.00    .45    .28  .590E-02  -25.00   5.00 C2B      2 
870103 1745  51.00  54.00  20.20   7.15   1.90    .67  .799E-01  -25.00   5.00 S1-A     1 
870103 1745  61.00  57.00   4.10   2.90    .39    .27  .533E-02  -25.00   5.00 C2B      1 
870103 1745  64.00  47.00  19.10   6.90   1.80    .65  .718E-01  -30.00  10.00 S3       1 
870103 1800  15.00  19.00  16.60   6.15   1.56    .58  .508E-01  -25.00   5.00 S1-A     2 
870103 1800  17.00  14.00   5.40   3.60    .51    .34  .102E-01  999.00 999.00 I4       0 
870103 1800  20.00   9.00   4.50   2.35    .42    .22  .284E-02  -25.00   5.00 S1       3 
870103 1800  32.00  17.00  11.50   4.35   1.08    .41  .180E-01  -30.00  10.00 S3       2 
870103 1800  43.00  11.00  10.00   4.20    .94    .40  .162E-01  -25.00   5.00 S1       1 
870103 1800  43.00   5.00   7.10   3.80    .67    .36  .120E-01  -15.00   3.50 P7A      1 
870103 1800  71.00  15.00  18.00   6.70   1.69    .63  .657E-01  -25.00   5.00 S1       1 
870103 1800  77.00   3.00   3.50   1.80    .33    .17  .127E-02  -25.00   5.00 S1-F     1 
870103 1800  79.00   4.00   4.40   1.55    .41    .15  .814E-03  -25.00   5.00 S1-F     1 
870103 1800  83.00  23.00  28.10   9.23   2.65    .87  .172E+00  -25.00   5.00 S1-A     1 
870103 1800   7.00  47.00  20.00   6.80   1.88    .64  .687E-01  -25.00   5.00 S1       1 
870103 1800  15.00  33.00  14.30   6.50   1.35    .61  .600E-01  -25.00   5.00 S1       2 
870103 1800  21.00  45.00  13.90   6.85   1.31    .64  .702E-01  -25.00   5.00 S1-A     2 
870103 1800  25.00  30.00  21.90   8.60   2.06    .81  .139E+00  -25.00   5.00 S1-A     1 
870103 1800  36.00  34.00   9.30   4.75    .88    .45  .234E-01  -15.00   3.50 P7A      3 
870103 1800  42.00  35.00   4.10   2.85    .39    .27  .506E-02  999.00 999.00 I4       0 
870103 1800  48.00  29.00   3.60   2.40    .34    .23  .302E-02  -15.00   3.50 P1A      2 
870103 1800  53.00  33.00  23.10   9.90   2.18    .93  .212E+00  -15.00   3.50 P7A-A    1 
870103 1800  58.00  26.00   3.70   2.15    .35    .20  .217E-02  -30.00  10.00 C1E      2 
870103 1800  55.00  44.00  19.30   7.45   1.82    .70  .904E-01  -25.00   5.00 S1       1 
870103 1800  66.00  27.00  33.40  10.92   3.14   1.03  .285E+00  -25.00   5.00 S1-A     1 
870103 1800  69.00  39.00   8.90   3.90    .84    .37  .130E-01  -25.00   5.00 S1       2 
870103 1800  70.00  47.00   7.30   3.50    .69    .33  .937E-02  -25.00   5.00 S1       1 
870103 1800  81.00  41.00  10.20   4.50    .96    .42  .199E-01  -25.00   5.00 S1       2 
870103 1800  97.00  36.00  30.60  10.47   2.88    .99  .251E+00  -25.00   5.00 S1-A     1 
870103 1800   5.00  58.00  11.90   4.16   1.12    .39  .157E-01  999.00 999.00 I4       0 
870103 1800  14.00  64.00   2.40   1.85    .23    .17  .138E-02  999.00 999.00 I4       0 
870103 1800  27.00  55.00  41.50  14.22   3.91   1.34  .628E+00  -30.00  10.00 S3       2 
870103 1800  44.00  55.00   5.20   2.60    .49    .24  .384E-02  -25.00   5.00 S1       2 
870103 1800  51.00  59.00  34.50  12.35   3.25   1.16  .412E+00  -25.00   5.00 S1-A     1 
870103 1800  68.00  60.00  12.60   5.25   1.19    .49  .316E-01  -25.00   5.00 S1       1 
870103 1800  61.00  41.00  10.40   6.85    .98    .64  .702E-01  -25.00   5.00 S1       2 
870103 1815  10.00  20.00  33.10  12.25   3.12   1.15  .402E+00  -25.00   5.00 S1-A     1 
870103 1815  13.00   1.00   7.40   3.75    .70    .35  .115E-01  -25.00   5.00 S1       1 
870103 1815  19.00  21.00   2.40   1.45    .23    .14  .666E-03  -25.00   5.00 S1-F     2 
870103 1815  29.00   4.00   4.00   2.30    .38    .22  .266E-02  -25.00   5.00 S1       3 
870103 1815  62.00  15.00   2.50   2.20    .24    .21  .233E-02  -30.00  10.00 C1E      3 
870103 1815  83.00   3.00  10.80   5.35   1.02    .50  .335E-01  -30.00  10.00 S3       1 
870103 1815  86.00  21.00  19.20   6.54   1.81    .62  .611E-01  -30.00  10.00 S3       1 
870103 1815  91.00  17.00   4.50   2.40    .42    .23  .302E-02  -25.00   5.00 S1       2 
870103 1815  94.00  17.00   3.50   2.25    .33    .21  .249E-02  -25.00   5.00 S1       2 
870103 1815  97.00  10.00   8.20   3.50    .77    .33  .937E-02  -30.00  10.00 S3       2 
870103 1815   4.00  46.00   3.10   1.70    .29    .16  .107E-02  -25.00   5.00 S1-F     3 
870103 1815  15.00  38.00  15.60   7.00   1.47    .66  .750E-01  -25.00   5.00 S1       1 
870103 1815  19.00  28.00   4.90   2.85    .46    .27  .506E-02  -25.00   5.00 S1       2 
870103 1815  31.00  30.00  22.40   9.00   2.11    .85  .159E+00  -30.00  10.00 S3       1 
870103 1815  55.00  25.00   2.40   1.40    .23    .13  .600E-03  -25.00   5.00 S1-F     3 
870103 1815  60.00  32.00  12.50   5.65   1.18    .53  .394E-01  -30.00  10.00 S3       3 
870103 1815  71.00  46.00   6.50   3.70    .61    .35  .111E-01  -25.00   5.00 S1       2 
870103 1815  71.00  35.00  13.00   5.50   1.22    .52  .364E-01  -25.00   5.00 C2B      1 
870103 1815  79.00  32.00  15.60   6.75   1.47    .64  .672E-01  -25.00   5.00 S1       1 
870103 1815  84.00  36.00   2.00   1.20    .19    .11  .378E-03  -25.00   5.00 S1-F     2 
870103 1815  87.00  40.00  28.10   8.80   2.65    .83  .149E+00  -30.00  10.00 S3       1 
870103 1815  21.00  61.00   2.20   1.10    .21    .10  .291E-03  -25.00   5.00 S1-F     2 
870103 1815  42.00  57.00   2.30   1.60    .22    .15  .895E-03  -25.00   5.00 S1-F     3 
870103 1815  65.00  53.00  19.50   7.60   1.84    .72  .959E-01  -25.00   5.00 S1-A     1 
870103 1815  78.00  53.00   4.10   1.35    .39    .13  .538E-03  -25.00   5.00 S1-F     2 
870103 1815  96.00  56.00  11.50   4.70   1.08    .44  .227E-01  -25.00   5.00 S1-A     1 
870103 1830   1.00  17.00   3.00   2.35    .28    .22  .284E-02  -15.00   3.50 P1A      1 
870103 1830  12.00   2.00   5.50   3.25    .52    .31  .750E-02  -30.00  10.00 C1E      2 
870103 1830  13.00  15.00  16.50   6.10   1.55    .57  .496E-01  -25.00   5.00 S1       1 
870103 1830  35.00  14.00   4.00   2.00    .38    .19  .175E-02  -15.00   3.50 P1A      2 
870103 1830  36.00  23.00   5.90   3.80    .56    .36  .120E-01  -30.00  10.00 C1E      1 
870103 1830  55.00   9.00   4.80   2.00    .45    .19  .175E-02  -25.00   5.00 S1-F     3 
870103 1830  67.00  14.00  37.80   9.81   3.56    .92  .206E+00  -25.00   5.00 S1-A     1 
870103 1830  73.00   6.00   7.80   3.50    .73    .33  .937E-02  -27.50   2.50 C1C      1 
870103 1830  90.00  18.00  23.40   7.79   2.20    .73  .103E+00  -25.00   5.00 S1-A     1 
870103 1830  94.00  23.00   4.10   2.00    .39    .19  .175E-02  -25.00   5.00 S1       2 
870103 1830  95.00  12.00  16.80   5.46   1.58    .51  .356E-01  -25.00   5.00 S1-A     1 
870103 1830   3.00  45.00  23.90   8.00   2.25    .75  .112E+00  -25.00   5.00 S1-A     1 
870103 1830  13.00  38.00  26.60   7.90   2.50    .74  .108E+00  -30.00  10.00 S3       1 
870103 1830  24.00  28.00  27.30  10.02   2.57    .94  .220E+00  -30.00  10.00 S3       1 
870103 1830  45.00  30.00  16.30   6.20   1.53    .58  .521E-01  -25.00   5.00 S1-A     2 
870103 1830  45.00  46.00   3.50   2.00    .33    .19  .175E-02  -25.00   5.00 S1       2 
870103 1830  51.00  43.00   5.30   2.75    .50    .26  .455E-02  -25.00   5.00 S1       3 
870103 1830  56.00  30.00  26.30  10.10   2.48    .95  .225E+00  -30.00  10.00 S3       1 
870103 1830  73.00  42.00  24.50  12.00   2.31   1.13  .378E+00  -25.00   5.00 S1       1 
870103 1830  83.00  41.00  24.50   5.60   2.31    .53  .384E-01  -15.00   2.50 P1C-A    1 
870103 1830  81.00  32.00   2.00    .90    .19    .08  .159E-03  -15.00   3.50 P1A      1 
870103 1830  22.00  54.00  22.50   8.80   2.12    .83  .149E+00  -15.00   3.50 P2F-A    1 
870103 1830  34.00  49.00   2.90   1.60    .27    .15  .895E-03  -15.00   3.50 P1A      1 
870103 1830  48.00  56.00  13.60   5.50   1.28    .52  .364E-01  -25.00   5.00 S1       2 
870103 1830  48.00  51.00   6.50   3.50    .61    .33  .937E-02  -25.00   5.00 S1       1 
870103 1830  61.00  54.00  48.00  14.00   4.52   1.32  .600E+00  -30.00  10.00 S3       1 
870103 1830  79.00  56.00  20.00   8.70   1.88    .82  .144E+00  -25.00   5.00 S1-A     1 
870103 1830  77.00  61.00   4.50   2.40    .42    .23  .302E-02  -15.00   3.50 P1A      1 
870103 1830  98.00  60.00   5.00   2.50    .47    .24  .341E-02  -30.00  10.00 C1E-A    2 
870103 1845  13.00   9.00   3.50   1.95    .33    .18  .162E-02  999.00 999.00 I4       0 
870103 1845  15.00   6.00   2.10   1.50    .20    .14  .738E-03  999.00 999.00 I4       0 
870103 1845  16.00   8.00   3.00   2.90    .28    .27  .533E-02  -25.00   5.00 S1-F     3 
870103 1845  29.00  16.00  24.30   7.51   2.29    .71  .926E-01  -30.00  10.00 S3       1 
870103 1845  32.00   7.00   1.80   1.30    .17    .12  .480E-03  -25.00   5.00 S1-F     3 
870103 1845  37.00  20.00   3.10   2.00    .29    .19  .175E-02  -15.00   3.50 P1A      2 
870103 1845  42.00  10.00   5.80   2.35    .55    .22  .284E-02  -25.00   5.00 C2B      3 
870103 1845  50.00  10.00  17.90   6.40   1.69    .60  .573E-01  -30.00  10.00 S3       1 
870103 1845  74.00  20.00   6.40   4.35    .60    .41  .180E-01  -25.00   5.00 S1       3 
870103 1845  82.00  16.00   6.70   3.30    .63    .31  .785E-02  -25.00   5.00 S1       1 
870103 1845  82.00  16.00   5.50   2.75    .52    .26  .455E-02  -25.00   5.00 S1       3 
870103 1845  90.00  15.00  44.00   9.61   4.14    .90  .194E+00  -25.00   5.00 S1-A     1 
870103 1845  96.00  20.00   5.60   4.35    .53    .41  .180E-01  -30.00  10.00 C1E      2 
870103 1845  95.00  10.00   5.00   3.10    .47    .29  .651E-02  -25.00   5.00 S1       2 
870103 1845   7.00  40.00  11.10   5.10   1.05    .48  .290E-01  -30.00  10.00 S3       1 
870103 1845  12.00  29.00  11.20   5.75   1.05    .54  .416E-01  -25.00   5.00 R-S1     3 
870103 1845  16.00  37.00  22.50   8.00   2.12    .75  .112E+00  -15.00   3.50 P7A-A    2 
870103 1845  20.00  28.00   7.50   3.15    .71    .30  .683E-02  999.00 999.00 I4       0 
870103 1845  30.00  46.00  12.20   4.22   1.15    .40  .164E-01  -15.00   3.50 P7A      2 
870103 1845  30.00  32.00   3.10   1.80    .29    .17  .127E-02  999.00 999.00 I4       0 
870103 1845  44.00  26.00   9.40   5.70    .89    .54  .405E-01  -25.00   5.00 C2B      1 
870103 1845  52.00  30.00  14.90   5.50   1.40    .52  .364E-01  -25.00   5.00 S1       1 
870103 1845  57.00  27.00   9.50   3.60    .89    .34  .102E-01  -25.00   5.00 S1       1 
870103 1845  59.00  36.00   7.80   3.00    .73    .28  .590E-02  -25.00   5.00 S1       1 
870103 1845  63.00  27.00  27.40   7.55   2.58    .71  .941E-01  -25.00   5.00 S1-A     1 
870103 1845  67.00  38.00   6.50   3.25    .61    .31  .750E-02  -25.00   5.00 S1       2 
870103 1845  68.00  29.00   3.30   1.70    .31    .16  .107E-02  999.00 999.00 I4       0 
870103 1845  74.00  30.00  18.40   6.50   1.73    .61  .600E-01  -25.00   5.00 S1-A     1 
870103 1845  79.00  26.00   2.50   1.50    .24    .14  .738E-03  -25.00   5.00 S1-F     2 
870103 1845  87.00  41.00   7.60   3.35    .72    .32  .822E-02  -25.00   5.00 S1       2 
870103 1845  91.00  39.00   2.70   1.10    .25    .10  .291E-03  999.00 999.00 I4       0 
870103 1845   7.00  62.00  17.10   7.00   1.61    .66  .750E-01  -25.00   5.00 S1       1 
870103 1845   8.00  50.00   2.90   1.65    .27    .16  .982E-03  999.00 999.00 I4       0 
